timestamp_index,Recommend.Other,Recommend.All,Recommend.MA,RSI,RSI[1],Stoch.K,Stoch.D,Stoch.K[1],Stoch.D[1],CCI20,CCI20[1],ADX,ADX+DI,ADX-DI,ADX+DI[1],ADX-DI[1],AO,AO[1],Mom,Mom[1],MACD.macd,MACD.signal,Rec.Stoch.RSI,Stoch.RSI.K,Rec.WR,W.R,Rec.BBPower,BBPower,Rec.UO,UO,close,EMA5,SMA5,EMA10,SMA10,EMA20,SMA20,EMA30,SMA30,EMA50,SMA50,EMA100,SMA100,EMA200,SMA200,Rec.Ichimoku,Ichimoku.BLine,Rec.VWMA,VWMA,Rec.HullMA9,HullMA9,Pivot.M.Classic.S3,Pivot.M.Classic.S2,Pivot.M.Classic.S1,Pivot.M.Classic.Middle,Pivot.M.Classic.R1,Pivot.M.Classic.R2,Pivot.M.Classic.R3,Pivot.M.Fibonacci.S3,Pivot.M.Fibonacci.S2,Pivot.M.Fibonacci.S1,Pivot.M.Fibonacci.Middle,Pivot.M.Fibonacci.R1,Pivot.M.Fibonacci.R2,Pivot.M.Fibonacci.R3,Pivot.M.Camarilla.S3,Pivot.M.Camarilla.S2,Pivot.M.Camarilla.S1,Pivot.M.Camarilla.Middle,Pivot.M.Camarilla.R1,Pivot.M.Camarilla.R2,Pivot.M.Camarilla.R3,Pivot.M.Woodie.S3,Pivot.M.Woodie.S2,Pivot.M.Woodie.S1,Pivot.M.Woodie.Middle,Pivot.M.Woodie.R1,Pivot.M.Woodie.R2,Pivot.M.Woodie.R3,Pivot.M.Demark.S1,Pivot.M.Demark.Middle,Pivot.M.Demark.R1,open,P.SAR,BB.lower,BB.upper,AO[2],volume,change,low,high,EXCHANGE,SYMBOL,INTERVAL,SCREEN,fecha,RECOMMENDATION,BUY,SELL,NEUTRAL,RECOMMENDATION,BUY,SELL,NEUTRAL,COMPUTE,EMA10,SMA10,EMA20,SMA20,EMA30,SMA30,EMA50,SMA50,EMA100,SMA100,EMA200,SMA200,Ichimoku,VWMA,HullMA,RECOMMENDATION,BUY,SELL,NEUTRAL,COMPUTE,RSI,STOCH.K,CCI,ADX,AO,Mom,MACD,Stoch.RSI,W%R,BBP,UO
1711049472063080.0,0,0.13333333,0.26666667,57.97106751,57.97106751,94.66666667,88.44444444,89.33333333,80.44444444,99.24973205,89.9122807,11.57804022,22.28665952,24.75299756,22.28665952,24.75299756,0.36882353,0.23411765,1.3,2,0.17990532,0.05858798,0,100,0,-4,0,1.11440828,0,66.75863261,549.3,549.07370825,549.08,548.8235553,548.74,548.63563559,548.53,548.57173416,548.59666667,548.74899623,548.13,550.22935025,549.443,553.02807201,554.9625,0,548.2,1,548.31771078,-1,549.44,420.6,479.6,518.2,538.6,577.2,597.6,656.6,479.6,502.138,516.062,538.6,561.138,575.062,597.6,540.575,545.98333333,551.39166667,538.6,562.20833333,567.61666667,573.025,468.2,484.1,527.2,543.1,586.2,602.1,645.2,528.4,543.7,587.4,549.3,547.31693609,547.16603519,549.89396481,0.07617647,0.728,0,549.3,549.3,BINANCE,BNBUSDT,1m,crypto,2024-03-21 16:31:12.063080,BUY,10,6,10,BUY,9,5,1,,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,SELL,SELL,SELL,SELL,NEUTRAL,BUY,SELL,NEUTRAL,1,1,9,,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,SELL,BUY,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
1711049532383930.0,0,0.26666667,0.53333333,61.16903689,57.97106751,94.85057471,88.50574713,89.33333333,80.44444444,132.08333333,89.9122807,11.58087614,26.14731698,23.52331365,22.28665952,24.75299756,0.41147059,0.23411765,1.7,2,0.21181415,0.06496974,0,100,0,-3.44827586,0,1.50012257,0,67.4503048,549.7,549.20704159,549.16,548.89628258,548.78,548.67373083,548.55,548.59754062,548.61,548.7646825,548.138,550.23727105,549.447,553.03205211,554.9645,0,548.35,1,548.35641039,1,549.56,420.6,479.6,518.2,538.6,577.2,597.6,656.6,479.6,502.138,516.062,538.6,561.138,575.062,597.6,540.575,545.98333333,551.39166667,538.6,562.20833333,567.61666667,573.025,468.2,484.1,527.2,543.1,586.2,602.1,645.2,528.4,543.7,587.4,549.3,547.31693609,547.13084532,549.96915468,0.07617647,192.702,0.07281995,549.3,549.8,BINANCE,BNBUSDT,1m,crypto,2024-03-21 16:32:12.383930,BUY,12,4,10,STRONG_BUY,11,3,1,,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,SELL,BUY,SELL,SELL,NEUTRAL,BUY,BUY,NEUTRAL,1,1,9,,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,SELL,BUY,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
1711049592711002.0,0.27272727,0.46969697,0.66666667,72.33987611,63.91475295,98.66666667,94.66666667,96,88.88888889,256.15848407,156.37104995,13.43575868,38.16758634,19.41339211,28.2849218,22.8424508,0.89058824,0.43705882,3.1,2.1,0.44990538,0.14706228,0,100,0,0,0,3.17357445,1,78.49340332,551.7,550.12691661,549.84,549.46555351,549.13,548.99641406,548.695,548.82184081,548.71333333,548.89486412,548.266,550.27399992,549.428,553.02273836,554.936,0,549.3,1,549.10482483,1,550.55740741,420.6,479.6,518.2,538.6,577.2,597.6,656.6,479.6,502.138,516.062,538.6,561.138,575.062,597.6,540.575,545.98333333,551.39166667,538.6,562.20833333,567.61666667,573.025,468.2,484.1,527.2,543.1,586.2,602.1,645.2,528.4,543.7,587.4,550.1,547.48391992,546.68355773,550.70644227,0.23411765,1919.545,0.29085621,550,551.7,BINANCE,BNBUSDT,1m,crypto,2024-03-21 16:33:12.711002,BUY,15,2,9,STRONG_BUY,12,2,1,,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,SELL,SELL,NEUTRAL,BUY,BUY,BUY,3,0,8,,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,BUY,BUY,NEUTRAL,NEUTRAL,NEUTRAL,BUY
1711049653133540.0,0,0.26666667,0.53333333,73.15351998,73.15351998,97.99946645,98.22640167,98.67973856,97.55991285,199.27781539,255.06522343,16.61375971,39.07956207,18.55627595,39.07956207,18.55627595,1.84088235,1.41147059,3.9,3.3,0.75488928,0.3466677,0,100,-1,-2.04081633,0,3.8534716,1,79.71874034,551.9,551.12677775,551,550.28250051,549.86,549.5309378,549.005,549.21185632,548.99,549.12955957,548.546,550.33966093,549.39,553.00148179,554.867,0,549.45,1,549.27245267,-1,552.33111111,420.6,479.6,518.2,538.6,577.2,597.6,656.6,479.6,502.138,516.062,538.6,561.138,575.062,597.6,540.575,545.98333333,551.39166667,538.6,562.20833333,567.61666667,573.025,468.2,484.1,527.2,543.1,586.2,602.1,645.2,528.4,543.7,587.4,551.9,548.2534857,546.19752783,551.81247217,0.90764706,2.011,0,551.9,551.9,BINANCE,BNBUSDT,1m,crypto,2024-03-21 16:34:13.133540,BUY,14,6,6,STRONG_BUY,11,3,1,,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,SELL,SELL,NEUTRAL,BUY,SELL,NEUTRAL,3,3,5,,NEUTRAL,SELL,SELL,NEUTRAL,NEUTRAL,BUY,BUY,NEUTRAL,SELL,NEUTRAL,BUY
1711049714251284.0,-0.18181818,0.17575758,0.53333333,68.64340124,68.64340124,88.42109865,93.55079022,93.55153343,96.74375733,144.55681142,190.49247606,17.97053044,35.91535609,17.0538057,35.91535609,17.0538057,2.21558824,1.83235294,3.1,3.5,0.78881885,0.42999252,0,88.41680597,-1,-17.39130435,0,2.71522056,0,69.76709185,551.5,551.16229628,551.36,550.44435992,550.13,549.68400042,549.1,549.33533697,549.09,549.20744689,548.668,550.354874,549.367,552.98260117,554.8255,0,549.6,1,549.37608745,-1,552.34777778,420.6,479.6,518.2,538.6,577.2,597.6,656.6,479.6,502.138,516.062,538.6,561.138,575.062,597.6,540.575,545.98333333,551.39166667,538.6,562.20833333,567.61666667,573.025,468.2,484.1,527.2,543.1,586.2,602.1,645.2,528.4,543.7,587.4,551.5,548.73906741,546.15857178,552.04142822,1.41147059,0.24,0,551.5,551.5,BINANCE,BNBUSDT,1m,crypto,2024-03-21 16:35:14.251284,BUY,12,6,8,STRONG_BUY,11,3,1,,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,SELL,SELL,NEUTRAL,BUY,SELL,SELL,1,3,7,,NEUTRAL,NEUTRAL,SELL,NEUTRAL,NEUTRAL,SELL,BUY,NEUTRAL,SELL,NEUTRAL,NEUTRAL
1711049774887228.0,-0.09090909,0.22121212,0.53333333,65.38734144,68.64340124,86.24718561,92.82615253,93.55153343,96.74375733,129.68561064,190.49247606,17.15890132,33.94225569,20.69503822,35.91535609,17.0538057,2.16441176,1.83235294,2.8,3.5,0.76488723,0.42520619,0,84.23558872,0,-23.91304348,0,2.20093484,0,67.87324212,551.2,551.06229628,551.3,550.38981447,550.1,549.65542899,549.085,549.31598213,549.08,549.19568219,548.662,550.3489334,549.364,552.9796161,554.824,0,549.6,1,549.51433364,-1,552.25777778,420.6,479.6,518.2,538.6,577.2,597.6,656.6,479.6,502.138,516.062,538.6,561.138,575.062,597.6,540.575,545.98333333,551.39166667,538.6,562.20833333,567.61666667,573.025,468.2,484.1,527.2,543.1,586.2,602.1,645.2,528.4,543.7,587.4,551.5,548.73906741,546.18998705,551.98001295,1.41147059,718.947,-0.0543971,550.9,551.5,BINANCE,BNBUSDT,1m,crypto,2024-03-21 16:36:14.887228,BUY,12,5,9,STRONG_BUY,11,3,1,,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,SELL,SELL,NEUTRAL,BUY,SELL,NEUTRAL,1,2,8,,NEUTRAL,NEUTRAL,SELL,NEUTRAL,NEUTRAL,SELL,BUY,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
1711049835278938.0,0.18181818,0.35757576,0.53333333,66.4247837,60.59672417,79.65440357,85.27664473,82.6239972,91.61842307,126.64113786,114.32083589,16.9680879,32.80351797,21.08965562,32.74304148,23.4969627,2.38411765,2.13029412,3.4,2.3,0.80607155,0.4949975,0,69.44319464,0,-10.86956522,0,2.03753599,0,67.03107672,551.8,551.19708641,551.54,550.57183167,550.39,549.81658995,549.185,549.44606445,549.15333333,549.27897339,548.76,550.36796246,549.347,552.962953,554.786,0,549.6,1,549.64185834,-1,551.90074074,420.6,479.6,518.2,538.6,577.2,597.6,656.6,479.6,502.138,516.062,538.6,561.138,575.062,597.6,540.575,545.98333333,551.39166667,538.6,562.20833333,567.61666667,573.025,468.2,484.1,527.2,543.1,586.2,602.1,645.2,528.4,543.7,587.4,550.7,549.16637932,546.11366479,552.25633521,1.83235294,350.225,0.19974578,550.7,551.9,BINANCE,BNBUSDT,1m,crypto,2024-03-21 16:37:15.278938,BUY,13,3,10,STRONG_BUY,11,3,1,,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,SELL,SELL,NEUTRAL,BUY,SELL,BUY,2,0,9,,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,BUY,BUY,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
1711049895613190.0,-0.09090909,0.28787879,0.66666667,66.03838412,66.03838412,85.50724638,80.41620216,78.26086957,79.4551191,102.67229255,117.04201402,17.98053153,31.99483826,19.47787035,31.99483826,19.47787035,2.28088235,2.43,2.8,3,0.86503449,0.62017371,0,69.94988583,0,-13.04347826,0,2.14769408,0,60.36694622,551.7,551.4320384,551.42,550.90826598,550.94,550.13486323,549.565,549.71057522,549.33666667,549.45427453,548.924,550.41448646,549.297,552.93501869,554.7125,0,549.6,1,550.10058126,1,551.64962963,420.6,479.6,518.2,538.6,577.2,597.6,656.6,479.6,502.138,516.062,538.6,561.138,575.062,597.6,540.575,545.98333333,551.39166667,538.6,562.20833333,567.61666667,573.025,468.2,484.1,527.2,543.1,586.2,602.1,645.2,528.4,543.7,587.4,551.7,549.87332415,546.36482813,552.76517187,2.38411765,0.112,0,551.7,551.7,BINANCE,BNBUSDT,1m,crypto,2024-03-21 16:38:15.613190,BUY,13,4,9,STRONG_BUY,12,2,1,,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,SELL,SELL,NEUTRAL,BUY,BUY,NEUTRAL,1,2,8,,NEUTRAL,NEUTRAL,SELL,NEUTRAL,NEUTRAL,SELL,BUY,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
1711049956931529.0,-0.09090909,0.28787879,0.66666667,68.5564657,68.05402866,93.47826087,86.71497585,88.4057971,81.38238573,109.08545277,114.58333333,18.79092778,31.49734009,18.13813665,31.78887523,18.3060208,2.27294118,2.32352941,3,3.2,0.94405436,0.69005525,0,76.60769302,0,-2.17391304,0,2.60006431,0,54.19611604,552.2,551.77691449,551.64,551.20263084,551.28,550.36601004,549.845,549.89532479,549.44666667,549.57702116,549.018,550.4576071,549.277,552.93164557,554.6785,0,549.6,1,550.34529759,1,552.06592593,420.6,479.6,518.2,538.6,577.2,597.6,656.6,479.6,502.138,516.062,538.6,561.138,575.062,597.6,540.575,545.98333333,551.39166667,538.6,562.20833333,567.61666667,573.025,468.2,484.1,527.2,543.1,586.2,602.1,645.2,528.4,543.7,587.4,552.2,550.16452525,546.62414608,553.06585392,2.43,0.801,0.01811266,552.2,552.2,BINANCE,BNBUSDT,1m,crypto,2024-03-21 16:39:16.931529,BUY,13,4,9,STRONG_BUY,12,2,1,,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,SELL,SELL,NEUTRAL,BUY,BUY,NEUTRAL,1,2,8,,NEUTRAL,NEUTRAL,SELL,NEUTRAL,NEUTRAL,SELL,BUY,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
1711050017435134.0,-0.09090909,0.28787879,0.66666667,71.26781492,71.26781492,96.03500137,92.46194513,92.94503692,86.53723453,116.9327476,125.59530402,20.52421067,35.32528618,16.8983418,35.32528618,16.8983418,2.57205882,2.33264706,3.5,3.6,1.05502375,0.77070707,0,86.60828242,0,-3.77358491,0,3.11025921,0,56.44427409,552.8,552.25127633,552.18,551.5823178,551.69,550.64951929,550.15,550.11893547,549.58,549.72601918,549.144,550.51563704,549.255,552.9362464,554.6435,0,549.95,1,550.55970842,1,552.72962963,420.6,479.6,518.2,538.6,577.2,597.6,656.6,479.6,502.138,516.062,538.6,561.138,575.062,597.6,540.575,545.98333333,551.39166667,538.6,562.20833333,567.61666667,573.025,468.2,484.1,527.2,543.1,586.2,602.1,645.2,528.4,543.7,587.4,552.8,550.56149172,546.81983484,553.48016516,2.32352941,0.193,0,552.8,552.8,BINANCE,BNBUSDT,1m,crypto,2024-03-21 16:40:17.435134,BUY,13,4,9,STRONG_BUY,12,2,1,,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,SELL,SELL,NEUTRAL,BUY,BUY,NEUTRAL,1,2,8,,NEUTRAL,NEUTRAL,SELL,NEUTRAL,NEUTRAL,SELL,BUY,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
1711050077736087.0,-0.27272727,0.13030303,0.53333333,70.98289955,72.13048925,96.67557905,95.43206501,96.67557905,92.67547102,107.66002099,121.78735203,21.73288322,34.62779879,16.14417353,34.95875014,16.29846968,2.79588235,2.58911765,2.8,3.7,1.11273811,0.84166599,0,91.61464207,-1,-4.34782609,0,2.78838544,0,60.00933029,552.9,552.511962,552.5,551.85164845,551.99,550.88108435,550.405,550.31042975,549.71,549.85802458,549.248,550.56673412,549.236,552.93785599,554.607,0,550,1,550.71566492,-1,553.17222222,420.6,479.6,518.2,538.6,577.2,597.6,656.6,479.6,502.138,516.062,538.6,561.138,575.062,597.6,540.575,545.98333333,551.39166667,538.6,562.20833333,567.61666667,573.025,468.2,484.1,527.2,543.1,586.2,602.1,645.2,528.4,543.7,587.4,552.9,550.96765304,546.99356335,553.81643665,2.33264706,2.206,-0.01808318,552.9,552.9,BINANCE,BNBUSDT,1m,crypto,2024-03-21 16:41:17.736087,BUY,12,7,7,STRONG_BUY,11,3,1,,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,SELL,SELL,NEUTRAL,BUY,SELL,SELL,1,4,6,,SELL,NEUTRAL,SELL,NEUTRAL,NEUTRAL,SELL,BUY,NEUTRAL,SELL,NEUTRAL,NEUTRAL
1711050139086476.0,-0.18181818,0.17575758,0.53333333,70.98289955,70.98289955,96.3461391,96.56576573,96.67557905,95.43206501,97.5779027,107.66002099,22.78090405,34.30305484,15.9927714,34.30305484,15.9927714,2.92970588,2.79588235,1.1,2.8,1.13277524,0.89988784,0,89.86527655,-1,-4.76190476,0,2.39004467,0,65.55861414,552.9,552.641308,552.74,552.04225782,552.1,551.07336203,550.62,550.47749879,549.83333333,549.97731773,549.34,550.6129374,549.226,552.93747931,554.565,0,550,1,550.82013072,-1,553.31148148,420.6,479.6,518.2,538.6,577.2,597.6,656.6,479.6,502.138,516.062,538.6,561.138,575.062,597.6,540.575,545.98333333,551.39166667,538.6,562.20833333,567.61666667,573.025,468.2,484.1,527.2,543.1,586.2,602.1,645.2,528.4,543.7,587.4,552.9,551.30882855,547.14920758,554.09079242,2.58911765,0.011,0,552.9,552.9,BINANCE,BNBUSDT,1m,crypto,2024-03-21 16:42:19.086476,BUY,12,6,8,STRONG_BUY,11,3,1,,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,SELL,SELL,NEUTRAL,BUY,SELL,SELL,1,3,7,,NEUTRAL,SELL,NEUTRAL,NEUTRAL,NEUTRAL,SELL,BUY,NEUTRAL,SELL,NEUTRAL,NEUTRAL
1711050199413236.0,-0.09090909,0.28787879,0.66666667,71.94429835,71.94429835,98.55072464,97.71991479,97.93344069,97.09486626,96.82804674,101.24917817,23.92651658,34.2745377,15.52246299,34.2745377,15.52246299,3.04911765,2.93823529,1.2,1.3,1.16383722,0.95523042,-1,90.90704123,0,0,0,2.34248726,0,67.71208825,553.1,552.83864978,552.98,552.26432665,552.24,551.28360873,550.855,550.65876318,549.98,550.10731142,549.444,550.66606814,549.229,552.94106668,554.5235,0,550,1,550.94371153,-1,553.40296296,420.6,479.6,518.2,538.6,577.2,597.6,656.6,479.6,502.138,516.062,538.6,561.138,575.062,597.6,540.575,545.98333333,551.39166667,538.6,562.20833333,567.61666667,573.025,468.2,484.1,527.2,543.1,586.2,602.1,645.2,528.4,543.7,587.4,553.1,551.59541599,547.32939367,554.38060633,2.79588235,0.022,0,553.1,553.1,BINANCE,BNBUSDT,1m,crypto,2024-03-21 16:43:19.413236,BUY,13,4,9,STRONG_BUY,12,2,1,,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,SELL,NEUTRAL,BUY,SELL,NEUTRAL,1,2,8,,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,SELL,BUY,SELL,NEUTRAL,NEUTRAL,NEUTRAL
1711050259704711.0,0.18181818,0.35757576,0.53333333,68.85731114,68.28937203,95.80658964,96.61724353,96.11170025,96.90690666,83.85001476,89.34563758,24.907268,32.86028726,14.88196857,33.22239501,15.04596215,2.98911765,3.02352941,1.4,0.9,1.12797899,0.98595108,0,75.39698908,0,-5.26315789,0,1.73845847,0,65.87655136,552.9,552.79243318,552.94,552.33527552,552.35,551.41170041,551.085,550.78525296,550.10666667,550.20552528,549.518,550.70448146,549.226,552.93770269,554.481,0,550,1,551.05787008,-1,553.16518519,420.6,479.6,518.2,538.6,577.2,597.6,656.6,479.6,502.138,516.062,538.6,561.138,575.062,597.6,540.575,545.98333333,551.39166667,538.6,562.20833333,567.61666667,573.025,468.2,484.1,527.2,543.1,586.2,602.1,645.2,528.4,543.7,587.4,552.9,551.83614943,547.74238127,554.42761873,2.93823529,13.564,0.01808973,552.9,552.9,BINANCE,BNBUSDT,1m,crypto,2024-03-21 16:44:19.704711,BUY,13,3,10,STRONG_BUY,11,3,1,,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,SELL,SELL,NEUTRAL,BUY,SELL,BUY,2,0,9,,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,BUY,BUY,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
1711050320308674.0,0.18181818,0.42424242,0.66666667,70.44529062,68.28937203,96.72764228,96.92426107,96.11170025,96.90690666,91.77679883,89.34563758,25.10171576,33.57632706,14.26024976,33.22239501,15.04596215,3.01470588,3.02352941,1.7,0.9,1.15191062,0.9907374,0,79.6124474,0,-2.5,0,1.95274419,0,66.46042776,553,552.89243318,553,552.38982097,552.38,551.44027184,551.1,550.8046078,550.11666667,550.21728998,549.524,550.71042205,549.229,552.94068776,554.4825,0,550.1,1,551.12654664,-1,553.25518519,420.6,479.6,518.2,538.6,577.2,597.6,656.6,479.6,502.138,516.062,538.6,561.138,575.062,597.6,540.575,545.98333333,551.39166667,538.6,562.20833333,567.61666667,573.025,468.2,484.1,527.2,543.1,586.2,602.1,645.2,528.4,543.7,587.4,553,551.83614943,547.72242691,554.47757309,2.93823529,15,0,553,553,BINANCE,BNBUSDT,1m,crypto,2024-03-21 16:45:20.308674,BUY,14,2,10,STRONG_BUY,12,2,1,,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,SELL,NEUTRAL,BUY,SELL,BUY,2,0,9,,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,BUY,BUY,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
1711050380674341.0,-0.18181818,0.04242424,0.26666667,59.2198607,60.26922793,72.1031746,83.70467157,83.9498645,91.70751345,37.96897547,54.00619743,23.23252616,28.70805537,22.77107817,29.00848211,23.00937508,2.56647059,2.81470588,0.6,1.5,0.97352014,0.99570962,0,23.38319565,0,-42.85714286,0,0.05624354,0,47.25951389,552.1,552.44478512,552.64,552.28454582,552.57,551.55297493,551.465,550.96110671,550.30333333,550.35858588,549.662,550.76304585,549.234,552.92307537,554.3835,0,550.2,1,551.37813762,-1,552.44185185,420.6,479.6,518.2,538.6,577.2,597.6,656.6,479.6,502.138,516.062,538.6,561.138,575.062,597.6,540.575,545.98333333,551.39166667,538.6,562.20833333,567.61666667,573.025,468.2,484.1,527.2,543.1,586.2,602.1,645.2,528.4,543.7,587.4,552.1,553.3,548.59426839,554.33573161,3.01470588,0.396,-0.01810938,552.1,552.1,BINANCE,BNBUSDT,1m,crypto,2024-03-21 16:46:20.674341,NEUTRAL,9,7,10,BUY,9,5,1,,SELL,SELL,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,SELL,SELL,NEUTRAL,BUY,SELL,SELL,0,2,9,,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,SELL,SELL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
1711050442036223.0,-0.18181818,0.17575758,0.53333333,63.54849066,62.89892996,73.41269841,78.47270616,78.05555556,85.68879855,66.07343766,46.28632939,22.22851262,27.00507428,21.55700216,26.26036308,21.77693171,2.40911765,2.56647059,1,1.1,0.97638587,0.99822664,0,16.0189899,0,-21.42857143,0,0.9543312,0,57.5498584,552.7,552.64096786,552.66,552.43446311,552.72,551.70529931,551.69,551.10347027,550.47666667,550.46924495,549.762,550.81110631,549.255,552.92578134,554.3365,0,550.5,1,551.73193889,1,552.48037037,420.6,479.6,518.2,538.6,577.2,597.6,656.6,479.6,502.138,516.062,538.6,561.138,575.062,597.6,540.575,545.98333333,551.39166667,538.6,562.20833333,567.61666667,573.025,468.2,484.1,527.2,543.1,586.2,602.1,645.2,528.4,543.7,587.4,552.7,553.232,549.04583662,554.33416338,2.81470588,0.196,0.01809627,552.7,552.7,BINANCE,BNBUSDT,1m,crypto,2024-03-21 16:47:22.036223,BUY,11,5,10,STRONG_BUY,11,3,1,,BUY,SELL,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,SELL,SELL,NEUTRAL,BUY,BUY,SELL,0,2,9,,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,SELL,SELL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
1711050502348152.0,-0.18181818,0.10909091,0.4,59.70701827,59.70701827,67.85714286,71.52116402,68.65079365,76.88540457,37.2250423,52.86752203,21.93047471,27.36662793,20.32538181,27.36662793,20.32538181,2.15205882,2.38352941,0.2,0.6,0.87970946,0.96941779,0,6.80337996,0,-35.71428571,0,0.23024307,0,53.07752139,552.3,552.43842302,552.48,552.35051114,552.7,551.72747035,551.84,551.15652422,550.62333333,550.52596814,549.832,550.8328254,549.26,552.91561416,554.2815,0,550.5,1,551.79561784,1,552.22703704,420.6,479.6,518.2,538.6,577.2,597.6,656.6,479.6,502.138,516.062,538.6,561.138,575.062,597.6,540.575,545.98333333,551.39166667,538.6,562.20833333,567.61666667,573.025,468.2,484.1,527.2,543.1,586.2,602.1,645.2,528.4,543.7,587.4,552.3,553.16672,549.54008696,554.13991304,2.56647059,9.28,0,552.3,552.3,BINANCE,BNBUSDT,1m,crypto,2024-03-21 16:48:22.348152,BUY,10,6,10,BUY,10,4,1,,SELL,SELL,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,SELL,SELL,NEUTRAL,BUY,BUY,SELL,0,2,9,,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,SELL,SELL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
1711050563663144.0,-0.18181818,0.10909091,0.4,58.63880939,58.63880939,60.8974359,65.4049654,66.66666667,71.12433862,23.1884058,30.46856033,20.46058897,25.78040951,22.04537544,25.78040951,22.04537544,1.87088235,2.135,-0.6,0.1,0.8048042,0.93521872,0,0,0,-42.30769231,0,0.05041243,0,51.96517768,552.2,552.33672645,552.3,552.30826944,552.63,551.7638564,551.985,551.21780986,550.79333333,550.58784867,549.92,550.85795718,549.257,552.9075085,554.2265,0,550.5,1,551.87051863,1,552.11185185,420.6,479.6,518.2,538.6,577.2,597.6,656.6,479.6,502.138,516.062,538.6,561.138,575.062,597.6,540.575,545.98333333,551.39166667,538.6,562.20833333,567.61666667,573.025,468.2,484.1,527.2,543.1,586.2,602.1,645.2,528.4,543.7,587.4,552.2,553.1040512,550.03023659,553.93976341,2.38352941,0.01,0,552.2,552.2,BINANCE,BNBUSDT,1m,crypto,2024-03-21 16:49:23.663144,BUY,10,6,10,BUY,10,4,1,,SELL,SELL,BUY,BUY,BUY,BUY,BUY,BUY,BUY,BUY,SELL,SELL,NEUTRAL,BUY,BUY,SELL,0,2,9,,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,SELL,SELL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL
